Id,SalePrice
1461,121219
1462,159295
1463,178717
1464,197197
1465,192853
1466,169424
1467,178801
1468,161462
1469,195836
1470,116537
1471,198986
1472,103294
1473,100764
1474,152009
1475,116395
1476,351012
1477,249252
1478,295118
1479,290888
1480,452019
1481,309221
1482,213020
1483,181865
1484,165632
1485,193559
1486,200514
1487,315268
1488,239756
1489,191829
1490,222897
1491,196470
1492,99322
1493,186434
1494,280586
1495,285190
1496,222819
1497,181602
1498,160814
1499,161380
1500,154147
1501,165604
1502,149256
1503,290134
1504,233751
1505,217719
1506,191243
1507,241003
1508,199071
1509,163339
1510,141825
1511,143825
1512,171782
1513,153763
1514,157344
1515,198618
1516,158579
1517,172411
1518,138257
1519,215890
1520,127567
1521,131747
1522,177930
1523,112863
1524,126900
1525,120942
1526,117258
1527,110139
1528,146090
1529,142352
1530,185187
1531,112105
1532,99507
1533,142014
1534,128392
1535,153948
1536,113655
1537,67806
1538,154105
1539,198125
1540,102286
1541,146383
1542,138712
1543,183571
1544,84847
1545,117157
1546,134498
1547,124121
1548,134634
1549,118405
1550,131699
1551,116433
1552,133013
1553,146408
1554,121858
1555,159774
1556,93002
1557,115435
1558,105552
1559,64650
1560,139141
1561,127496
1562,128478
1563,117535
1564,162863
1565,151577
1566,237643
1567,81944
1568,214191
1569,126909
1570,143135
1571,126170
1572,141724
1573,253419
1574,123186
1575,219613
1576,242490
1577,195668
1578,150418
1579,142563
1580,197895
1581,150339
1582,124085
1583,297149
1584,218466
1585,137579
1586,70307
1587,104728
1588,143899
1589,103352
1590,139446
1591,93729
1592,119450
1593,125521
1594,128156
1595,109536
1596,223563
1597,187347
1598,218358
1599,172560
1600,164488
1601,67055
1602,120773
1603,76499
1604,251411
1605,251906
1606,175068
1607,185940
1608,222619
1609,190030
1610,152153
1611,147180
1612,176219
1613,168210
1614,121111
1615,95850
1616,84294
1617,98621
1618,124452
1619,136672
1620,151388
1621,144719
1622,140403
1623,260567
1624,211585
1625,122755
1626,173756
1627,189546
1628,283364
1629,182170
1630,342280
1631,216004
1632,238955
1633,175163
1634,184174
1635,173917
1636,155005
1637,189837
1638,190788
1639,191096
1640,250865
1641,186055
1642,231687
1643,213661
1644,229081
1645,192563
1646,161493
1647,166148
1648,128298
1649,135375
1650,113503
1651,122637
1652,104479
1653,106858
1654,147151
1655,138908
1656,144768
1657,148275
1658,147221
1659,121556
1660,156608
1661,409952
1662,396237
1663,370030
1664,493373
1665,309796
1666,321876
1667,369025
1668,335715
1669,302632
1670,347506
1671,250783
1672,410490
1673,271862
1674,242583
1675,193568
1676,191263
1677,219784
1678,445325
1679,361982
1680,325465
1681,255341
1682,299006
1683,184406
1684,184765
1685,176379
1686,173780
1687,178302
1688,195268
1689,198289
1690,199767
1691,188942
1692,268777
1693,175568
1694,181292
1695,169151
1696,265329
1697,174820
1698,332670
1699,290827
1700,240976
1701,266112
1702,247383
1703,244921
1704,276948
1705,236202
1706,274642
1707,207891
1708,200059
1709,264054
