Id,SalePrice
1461,120179
1462,161049
1463,183704
1464,197905
1465,195546
1466,167933
1467,173455
1468,161482
1469,187337
1470,119628
1471,169787
1472,98832
1473,98900
1474,145648
1475,111244
1476,369160
1477,246172
1478,300213
1479,304028
1480,464724
1481,336513
1482,215078
1483,181182
1484,165047
1485,192836
1486,191842
1487,328213
1488,217828
1489,196118
1490,243626
1491,196694
1492,91432
1493,178836
1494,285654
1495,284200
1496,228952
1497,169667
1498,183327
1499,167924
1500,159154
1501,173259
1502,143599
1503,322418
1504,234284
1505,224801
1506,188763
1507,234173
1508,199465
1509,156210
1510,148294
1511,161638
1512,168097
1513,143700
1514,156961
1515,186784
1516,158199
1517,174878
1518,131368
1519,208344
1520,133049
1521,135658
1522,177169
1523,113547
1524,118204
1525,116911
1526,110065
1527,103778
1528,123702
1529,152514
1530,188842
1531,115914
1532,89036
1533,144016
1534,118456
1535,146165
1536,113710
1537,57411
1538,152295
1539,184279
1540,86084
1541,142130
1542,145950
1543,178511
1544,83192
1545,112584
1546,140828
1547,137348
1548,129506
1549,115672
1550,136639
1551,100581
1552,134045
1553,145657
1554,118285
1555,169930
1556,88233
1557,114086
1558,103962
1559,61736
1560,127425
1561,122110
1562,133856
1563,120731
1564,156865
1565,158906
1566,233497
1567,78450
1568,248462
1569,143195
1570,142630
1571,122236
1572,137600
1573,255206
1574,119073
1575,232282
1576,239418
1577,195103
1578,141026
1579,146118
1580,192346
1581,155135
1582,120297
1583,269893
1584,208442
1585,142038
1586,73464
1587,112354
1588,150531
1589,97004
1590,125609
1591,94188
1592,117253
1593,123196
1594,107854
1595,106814
1596,208403
1597,200001
1598,219466
1599,172045
1600,164463
1601,63886
1602,117683
1603,64321
1604,266712
1605,227471
1606,156827
1607,171175
1608,229686
1609,188927
1610,164290
1611,145298
1612,175397
1613,165611
1614,126061
1615,86682
1616,74865
1617,87835
1618,132837
1619,138041
1620,139325
1621,133704
1622,141428
1623,252813
1624,213516
1625,115051
1626,172328
1627,193458
1628,271099
1629,182259
1630,334395
1631,232810
1632,248005
1633,174105
1634,192611
1635,175574
1636,152463
1637,192084
1638,180628
1639,184315
1640,242682
1641,180842
1642,262309
1643,213387
1644,247183
1645,198479
1646,160251
1647,154813
1648,130310
1649,144127
1650,114468
1651,118925
1652,98582
1653,100485
1654,142298
1655,130519
1656,140847
1657,145059
1658,148721
1659,114403
1660,158803
1661,438276
1662,359682
1663,365691
1664,564556
1665,308687
1666,319569
1667,394121
1668,342265
1669,301444
1670,349325
1671,266946
1672,378144
1673,282181
1674,224589
1675,201107
1676,198433
1677,230794
1678,455727
1679,391487
1680,322816
1681,255361
1682,328484
1683,189596
1684,176899
1685,178933
1686,171868
1687,169372
1688,194941
1689,190584
1690,201679
1691,191120
1692,251704
1693,167979
1694,183694
1695,158278
1696,261714
1697,162123
1698,336126
1699,299574
1700,262233
1701,274529
1702,235019
1703,241585
1704,262815
1705,243648
1706,392695
1707,212742
1708,201462
1709,244646
1710,222067
1711,280188
1712,254072
1713,274908
1714,227739
1715,207231
1716,186235
1717,184307
1718,133575
1719,216528
1720,217177
1721,157089
1722,123954
1723,155026
1724,198473
1725,232825
1726,190540
1727,152321
1728,162141
1729,169333
1730,140413
